title,video_url,thumbnail,thumbnail_id,6_way_label,2_way_label
Instagram vs Reality | Eid Special | Comedy Sketch | Nashpati Prime,https://www.youtube.com/watch?v=9T3Xhrn1hz8,https://i.ytimg.com/vi/9T3Xhrn1hz8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOxg_mpxjA8QFqSbfz31jIFB_Yfg,9T3Xhrn1hz8,paroday,FALSE
How to Draw Hyper Realistic Eye | Tutorial for BEGINNERS,https://youtube.com/watch?v=TW_GVxDzjHc,https://i.ytimg.com/vi/TW_GVxDzjHc/sddefault.jpg,y0ZmOafGDpk,paroday,FALSE
Binging with Babish: Jake's Perfect Sandwich from Adventure Time,https://youtube.com/watch?v=HsxBw6ls7Z0,https://i.ytimg.com/vi/HsxBw6ls7Z0/sddefault.jpg,HsxBw6ls7Z0,manipulated,FALSE
Lata Mangeshkar Last Interview About Madam Noor Jehan,https://www.youtube.com/watch?v=h4X9Nz0qTUI,https://i.ytimg.com/vi/h4X9Nz0qTUI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBz-1sPdn7nNwLGi-Vi6rbYfLlV1Q,h4X9Nz0qTUI,manipulated,FALSE
How to make world environment day drawing | World environment day poster | Save nature drawing easy,https://youtube.com/watch?v=kRVD4kwMluU,https://i.ytimg.com/vi/kRVD4kwMluU/hqdefault.jpg,dxIG9JtakBM,manipulated,FALSE
Top 7 Interesting Facts About Sharmila Farooqi | Biography | Politician | Shan Ali TV,https://www.youtube.com/watch?v=nTZpXnXvYY4,https://i.ytimg.com/vi/nTZpXnXvYY4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAu7rdZKlZ68r7DPf9qKX2Ge_cfXA,nTZpXnXvYY4,imposter content,FALSE
"Rivulis - Corn Irrigation, Surface Drip Irrigation",https://youtube.com/watch?v=CpeVV00baD4,https://i.ytimg.com/vi/CpeVV00baD4/sddefault.jpg,CpeVV00baD4,TRUE,TRUE
Making Starbucks Drinks At Home | But Better,https://youtube.com/watch?v=fdQqDl_edFc,https://i.ytimg.com/vi/fdQqDl_edFc/sddefault.jpg,us0YYgBqObA,TRUE,TRUE
Zara Naeem Made a Hardest World Record | Beautiful Pakistani Girl | Shan Ali TV,https://www.youtube.com/watch?v=5nvOedMKyio,https://i.ytimg.com/vi/5nvOedMKyio/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmJUxp3gi_sYwzQvlkcDFGsbw-AQ,5nvOedMKyio,manipulated,FALSE
Trying Weird Food Hacks | Testing Weird Food Recipe |   Hungry Birds,https://youtube.com/watch?v=b-2c6HZsFXs,https://i.ytimg.com/vi/b-2c6HZsFXs/sddefault.jpg,MhSbcVnnA5Q,manipulated,FALSE
How to automatically number rows in Microsoft Excel,https://youtube.com/watch?v=gz37w-p9LRA,https://i.ytimg.com/vi/gz37w-p9LRA/sddefault.jpg,QGFUWqSt-sI,manipulated,FALSE
Meme That Make Me Cry Laughing                     | offensive meme | | try not to laugh offensive |,https://youtube.com/watch?v=MNXdHUULMdg,https://i.ytimg.com/vi/MNXdHUULMdg/sddefault.jpg,UPniy4gMC7s,manipulated,FALSE
Disadvantages of Drip Irrigation System || How to Solve Leakage Problem in Drip System,https://youtube.com/watch?v=wp0E9OCtfec,https://i.ytimg.com/vi/wp0E9OCtfec/sddefault.jpg,wp0E9OCtfec,TRUE,TRUE
Yasir Hussain Exposed Iqra Aziz Personal Secrets | Time Out With Ahsan Khan | IAB2Q | Celeb City,https://www.youtube.com/watch?v=oSDfFWNuY5c,https://i.ytimg.com/vi/oSDfFWNuY5c/maxresdefault.jpg,oSDfFWNuY5c,paroday,FALSE
यहाँ नदी नहीं सांप बहते है snake island ! snakes ! earth adventure in hindi ! informative,https://www.youtube.com/watch?v=t8xZHEAJrnQ,https://i.ytimg.com/vi/t8xZHEAJrnQ/hqdefault.jpg,t8xZHEAJrnQ,TRUE,TRUE
How to Create a Healthy Plate,https://youtube.com/watch?v=Gmh_xMMJ2Pw,https://i.ytimg.com/vi/Gmh_xMMJ2Pw/sddefault.jpg,vhl0n_pStYg,TRUE,TRUE
"Dua zehra, Iqrar ul Hassan should reaveal",https://www.youtube.com/watch?v=WjEaEswvVMc,https://i.ytimg.com/vi/WjEaEswvVMc/hqdefault.jpg,WjEaEswvVMc,FALSE,TRUE
DHA Quetta: Early Bird & Latest Price Updates | DHA QTA| DHA Ali Youtuber| DHA Latest Updates.,https://www.youtube.com/watch?v=9O6Wv6IqKbI,https://i.ytimg.com/vi/9O6Wv6IqKbI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOPThXTA7Tpo20c7CIthW1vaXyFw,9O6Wv6IqKbI,misleading,FALSE
Millions of Sri Lankans go hungry as food prices soar,https://youtube.com/watch?v=YWiZbDtgkI4,https://i.ytimg.com/vi/YWiZbDtgkI4/sddefault.jpg,iWZZu2UFF4w,TRUE,TRUE
CAPTION Amirica in Infinity war And endgame.,https://www.youtube.com/watch?v=YKiyoClhzWk,https://i.ytimg.com/vi/YKiyoClhzWk/hqdefault.jpg,YKiyoClhzWk,misleading,TRUE
Eman Kis Ko Kehty Hai | Junaid Jamshed | Very Emotional Bayan of Junaid Jamshed,https://www.youtube.com/watch?v=mEmh1OWHd5Y,https://i.ytimg.com/vi/mEmh1OWHd5Y/hqdefault.jpg,mEmh1OWHd5Y,imposter content,FALSE
Tom &amp; Jerry | Best Side Characters | Classic Cartoon Compilation | WB Kids,https://www.youtube.com/watch?v=kJZQM4SDj2Q,https://i.ytimg.com/vi/kJZQM4SDj2Q/hqdefault.jpg,kJZQM4SDj2Q,TRUE,TRUE
World Favorite Heavy Bikes in Lahore BMW Bikes Full Range Yamaha R6 Yamaha VMax 1700  Benelli TNT 25,https://youtube.com/watch?v=qJSxQliTFyA,https://i.ytimg.com/vi/qJSxQliTFyA/sddefault.jpg,qJSxQliTFyA,TRUE,TRUE
Noman Ijaz Badly Insulted Ayesha Omer On His Show G Sarkar,https://www.youtube.com/watch?v=HN2xwJUcGYQ,https://i.ytimg.com/vi/HN2xwJUcGYQ/maxresdefault.jpg,HN2xwJUcGYQ,imposter content,FALSE
People of TOKYO love the hamburger steaks shop | Japanese food,https://youtube.com/watch?v=U94-6yne4No,https://i.ytimg.com/vi/U94-6yne4No/sddefault.jpg,9I3DwrBwMuc,TRUE,TRUE
Pakistani People Funny English|RIP ENGLISH.,https://youtube.com/watch?v=d5QopS-9QqE,https://i.ytimg.com/vi/d5QopS-9QqE/sddefault.jpg,d5QopS-9QqE,TRUE,TRUE
"Petrol ki Mazeed Bharnay Say Logo nay Apny Riskhwao ko Ag Laga Di , Halat Kasheeda Ho gy",https://www.youtube.com/watch?v=Myd54soGyJQ,https://i.ytimg.com/vi/Myd54soGyJQ/hqdefault.jpg,Myd54soGyJQ,paroday,FALSE
REACTING To My OLD TIK TOKS * Cringe| Ayden Mekus,https://youtube.com/watch?v=3ESWEmWKUq4,https://i.ytimg.com/vi/3ESWEmWKUq4/sddefault.jpg?v=62d44930,bmC9xmdJAJY,manipulated,FALSE
How to Convert PDF to PPT with Smallpdf,https://youtube.com/watch?v=wN-dnyH84aY,https://i.ytimg.com/vi/wN-dnyH84aY/hqdefault.jpg,wEfIoGgYbh4,manipulated,FALSE
Mutton Kabab | Special Kabab | New Mutton Recipe | Village Cooking Kannada | Akshay Food Factory,https://youtube.com/watch?v=9uf3mulK3vQ,https://i.ytimg.com/vi/9uf3mulK3vQ/sddefault.jpg,Ra3Pi9vhciE,paroday,FALSE
Umeed Episode 50 Teaser | Umeed Last Episode Teaser Har Pal Geo Drama,https://www.youtube.com/watch?v=Ha5ExssKoTk,https://i.ytimg.com/vi/Ha5ExssKoTk/hqdefault.jpg,Ha5ExssKoTk,manipulated,FALSE
Do NOT Watch This Scary SpongeBob Episode! (Garry's Mod Gameplay),https://youtube.com/watch?v=-VKyf92xYyI,https://i.ytimg.com/vi/-VKyf92xYyI/sddefault.jpg,D2gtQiLJsm8,misleading,FALSE
How to use EndNote 20 in seven minutes: macOS,https://youtube.com/watch?v=oUmAWEW6pBc,https://i.ytimg.com/vi/oUmAWEW6pBc/sddefault.jpg,oUmAWEW6pBc,TRUE,TRUE
Bichoo - Episode 15 - 21st May 2022 - HUM TV Drama,https://youtube.com/watch?v=Bd3eFxZcv3o,https://i.ytimg.com/vi/Bd3eFxZcv3o/sddefault.jpg?v=6288da9a,Pgbx7VOZspk,paroday,FALSE
Sab Chalo Imran Khan Ke Jalsa Me - Khatoon Ghar Lock Kar Ke 3 Betiyon Ke Sath Lahore Jalsa Me Aa Gai,https://www.youtube.com/watch?v=QvCONNpNGZw,https://i.ytimg.com/vi/QvCONNpNGZw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7L-EO1NPvoxFE9Eu6G_EP1w7iBA,QvCONNpNGZw,FALSE connection,FALSE
"How to Queer Sex // Fav Pods, Books and Resources!",https://youtube.com/watch?v=2W4iOD-EsGg,https://i.ytimg.com/vi/2W4iOD-EsGg/sddefault.jpg?v=62ddac8b,2W4iOD-EsGg,TRUE,TRUE
Science FUN with Mr Bean | Funny Episodes | Mr Bean Cartoon World,https://youtube.com/watch?v=S-OsUjleDkE,https://i.ytimg.com/vi/S-OsUjleDkE/sddefault.jpg,GeUCZm-zBCM,TRUE,TRUE
Victims Of QNet Scam Speak Exclusively To Republic TV,https://youtube.com/watch?v=1WYCNdzeOp4,https://i.ytimg.com/vi/1WYCNdzeOp4/sddefault.jpg,wpWFV41U5Wk,TRUE,TRUE
moments more shocking than when i found out it's not butter | Kitchen Nightmares,https://youtube.com/watch?v=y9r2YlgT3hU,https://i.ytimg.com/vi/y9r2YlgT3hU/sddefault.jpg,EBeZfnhFiEo,misleading content,FALSE
Der Frankfurt Song,https://www.youtube.com/watch?v=8iYT0i-uxUw,https://i.ytimg.com/vi/8iYT0i-uxUw/hqdefault.jpg,8iYT0i-uxUw,TRUE,TRUE
Casting Gold YouTube Play Button,https://www.youtube.com/watch?v=5YjZN-KwxEY,https://i.ytimg.com/vi/5YjZN-KwxEY/hqdefault.jpg,5YjZN-KwxEY,TRUE,TRUE
"Stadium Full,Roads Band, Chowk Bhar Gaye - Imran Khan Ke Multan Jalsa Mein Kitne Log Thay?",https://www.youtube.com/watch?v=Z2uiYfDPdic,https://i.ytimg.com/vi/Z2uiYfDPdic/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB2_41R-kWig9ilRUCuzYqZnZWFNg,Z2uiYfDPdic,TRUE,TRUE
A look at Boris Johnson’s life in politics as he resigns as Prime Minister,https://youtube.com/watch?v=cA7_6iM25ZE,https://i.ytimg.com/vi/cA7_6iM25ZE/sddefault.jpg,cA7_6iM25ZE,paroday,FALSE
skin whitening home remedies |live results|rang gora Karne Ka tarika,https://www.youtube.com/watch?v=MTePIHdspe0,https://i.ytimg.com/vi/MTePIHdspe0/hqdefault.jpg,MTePIHdspe0,paroday,FALSE
Breaking: PTI Karachi Jalsa main jangla gir giya - 16 April 2022,https://www.youtube.com/watch?v=rdBg98yuvzA,https://i.ytimg.com/vi/rdBg98yuvzA/maxresdefault.jpg,rdBg98yuvzA,paroday,FALSE
WEIRD Kitchen Gadgets Put To Test!! Do They Even Work😳😳 MONEY WASTED??,https://youtube.com/watch?v=Yt7jqq97-Pw,https://i.ytimg.com/vi/Yt7jqq97-Pw/hqdefault.jpg,XEfHYnAedWo,misleading,FALSE
FREE ACCESSORY! HOW TO GET Circlet of Patience! (ROBLOX INNOVATION AWARDS 2022 EVENT),https://youtube.com/watch?v=Kq6Ujw65198,https://i.ytimg.com/vi/Kq6Ujw65198/sddefault.jpg,gs3AWVkr36E,manipulated,FALSE
Genshin Impact - How To Complete Event Summertime Odyssey The Ancient Azure Stars Day 5 Full Guide,https://youtube.com/watch?v=7b8gnx8hdis,https://i.ytimg.com/vi/7b8gnx8hdis/hqdefault.jpg,i8k7zQc4iTE,paroday,FALSE
Donald Trump: 'I think Islam hates us',https://youtube.com/watch?v=C-Zj0tfZY6o,https://i.ytimg.com/vi/C-Zj0tfZY6o/hqdefault.jpg,C-Zj0tfZY6o,TRUE,TRUE
PTI Mardan Jalsa Me Kitne Log The? Kia Imran Khan Ne Apne Pichle Mardan Jalsa Ka Record Toor Dia?,https://www.youtube.com/watch?v=Sf8btP8gSSI,https://i.ytimg.com/vi/Sf8btP8gSSI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCP94CUcwm7bUHGHJP8Yn2VmCQjXQ,Sf8btP8gSSI,TRUE,TRUE
World's Largest Foods - 4800 Kg Daig - Reality Tv,https://www.youtube.com/watch?v=APeVzJQciyY,https://i.ytimg.com/vi/APeVzJQciyY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjqRtKGysBmTC74mwsiMS40IXaHQ,APeVzJQciyY,FALSE connection,FALSE
Testing Out Viral Food Hacks | Testing Instagram Bread Hacks | Testing Hacks Sent By Subscribers,https://youtube.com/watch?v=c4pvmJ0JVn4,https://i.ytimg.com/vi/c4pvmJ0JVn4/sddefault.jpg,3BwFgnMk2Kc,TRUE,TRUE
Bushra Ansari Talking About Her Condition After Divorce | Bushra Ansari Exclusive Interview | SB2G,https://www.youtube.com/watch?v=Ib6qJG2Pq_8,https://i.ytimg.com/vi/Ib6qJG2Pq_8/maxresdefault.jpg,Ib6qJG2Pq_8,misleading,FALSE
Creepy DISTURBING MAN tries for baby with ANOTHER WOMAN in the same house as wife and kids. WTF?,https://youtube.com/watch?v=BBQw1o8j-nI,https://i.ytimg.com/vi/BBQw1o8j-nI/sddefault.jpg,YMPR-jffgRw,manipulated,FALSE
How to have your iPhone or iPad read text to you — Apple Support,https://youtube.com/watch?v=ZjfqGIKEig8,https://i.ytimg.com/vi/ZjfqGIKEig8/sddefault.jpg,Dfaa61wfzVw,manipulated,FALSE
PCR | Batti Red To Blue | Gurjas Sidhu Feat Karan Aujla | Punjabi Songs | S T Studio | Coin Digital,https://youtube.com/watch?v=JzQbbbyq8aE,https://i.ytimg.com/vi/JzQbbbyq8aE/hqdefault.jpg,xxBWvdZyAfM,paroday,FALSE
Revealing BMW S1000 R ( NAKED ) BIKE | 1st in INDIA for SALE 🤯,https://youtube.com/watch?v=PNzphG_gnlA,https://i.ytimg.com/vi/PNzphG_gnlA/sddefault.jpg,PNzphG_gnlA,TRUE,TRUE
YETI - Curse of the Snow Demon Full Horror Movie In English | Superhit Hollywood Full Horror Movies,https://www.youtube.com/watch?v=8Iy3Ycml2z4,https://i.ytimg.com/vi/8Iy3Ycml2z4/maxresdefault.jpg,8Iy3Ycml2z4,paroday,FALSE
RIDING a NEW BMW R1250GS Adventure For The FIRST TIME! *Bike Calls an Ambulance*,https://youtube.com/watch?v=V-pAZHJSz18,https://i.ytimg.com/vi/V-pAZHJSz18/sddefault.jpg?v=62d81dcf,V-pAZHJSz18,TRUE,TRUE
"Insha'Allah we will take revenge for every single thing,  Imran Ismail",https://www.youtube.com/watch?v=DindvWOYzCQ,https://i.ytimg.com/vi/DindvWOYzCQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzUGX4SydpKb6HHncg1ltbDmVXNA,DindvWOYzCQ,manipulated,FALSE
World Best Hand and Foot Whitening Formula | How to whiten hands fast | Hand and foot whitening tips,https://www.youtube.com/watch?v=E-oiBjZNcZ8,https://i.ytimg.com/vi/E-oiBjZNcZ8/maxresdefault.jpg,E-oiBjZNcZ8,misleading,FALSE
Rasmalai recipe with milk powder By Food Fusion,https://youtube.com/watch?v=Def7oXvQhw0,https://i.ytimg.com/vi/Def7oXvQhw0/sddefault.jpg,Def7oXvQhw0,TRUE,TRUE
Ummati Khuda | Shaikh Abdul Qadir Jilani | Farishton ki hifazat | By Engineer Muhammad Ali Mirza,https://www.youtube.com/watch?v=K1hiYJIcNA8,https://i.ytimg.com/vi/K1hiYJIcNA8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHXN-whTJNUhdKKXNq_fRPTQO_xA,K1hiYJIcNA8,TRUE,TRUE
Teaser 01 | Mobile Snatching | To Be Honest 2.0 | @Yashma Gill  | Tabish Hashmi,https://www.youtube.com/watch?v=rKvci3Kj_iQ,https://i.ytimg.com/vi/rKvci3Kj_iQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXsHj90WZg_2c8M9dJA_3heIxCnA,rKvci3Kj_iQ,paroday,FALSE
Hamza Shehbaz re-elected Punjab CM after PML-Q’s votes rejected,https://www.youtube.com/watch?v=OXeh7235PzQ,https://i.ytimg.com/vi/OXeh7235PzQ/hqdefault.jpg,OXeh7235PzQ,TRUE,TRUE
Kids vocabulary - Weather - How&#39;s the weather? - Learn English for kids - English educational video,https://www.youtube.com/watch?v=CXKj7bm4Ops,https://i.ytimg.com/vi/CXKj7bm4Ops/hqdefault.jpg,CXKj7bm4Ops,TRUE,TRUE
"Dobara - Episode 30 [Eng Sub] - 25 May 2022 - Presented By Sensodyne, ITEL & Call Courier - HUM TV",https://youtube.com/watch?v=CHqEKo9A2h0,https://i.ytimg.com/vi/CHqEKo9A2h0/sddefault.jpg?v=628e05f0,CHqEKo9A2h0,misleading,FALSE
Original BMW Bike cheapest price 12v delivery all india (9810168100) #99enterprises,https://youtube.com/watch?v=Qj2J-a4xPD4,https://i.ytimg.com/vi/Qj2J-a4xPD4/sddefault.jpg,Qj2J-a4xPD4,TRUE,TRUE
Mesut Kurtis &amp; Maher Zain - Eidun Saeed | Official Lyric Video | مسعود كرتس و ماهر زين - عيدٌ سعيد,https://www.youtube.com/watch?v=K0Oz48AL_xM,https://i.ytimg.com/vi/K0Oz48AL_xM/hqdefault.jpg,K0Oz48AL_xM,paroday,FALSE
SURPRISE EACH OTHER WITH FOOD FROM OUR COUNTRIES (VIETNAM AND BRAZIL),https://youtube.com/watch?v=spTX_L_E4-o,https://i.ytimg.com/vi/spTX_L_E4-o/sddefault.jpg,spTX_L_E4-o,TRUE,TRUE
Junaid Jamshed Kaa Aik Yaadgaar Waqia By Maulana Tariq Jameel | Tj official 2018,https://www.youtube.com/watch?v=JWTCX2TWfvI,https://i.ytimg.com/vi/JWTCX2TWfvI/hqdefault.jpg,JWTCX2TWfvI,imposter content,FALSE
Birds for Cats to Watch ~ Beautiful 8 HOUR Cat TV Videos,https://youtube.com/watch?v=q5oTIHWsXis,https://i.ytimg.com/vi/q5oTIHWsXis/hqdefault.jpg,q5oTIHWsXis,TRUE,TRUE
Anakin | Natural,https://www.youtube.com/watch?v=1pAl5i1IldU,https://i.ytimg.com/vi/1pAl5i1IldU/hqdefault.jpg,1pAl5i1IldU,TRUE,TRUE
"Liberty Chowk Mein Shadeed Shelling,Lathi Charge K Baad PTI Wale Bachon K Sath Liberty Pahunch Gaye",https://www.youtube.com/watch?v=e8_1FpXnZuo,https://i.ytimg.com/vi/e8_1FpXnZuo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBB7Ic-sMty81WYtibbVnq8hTYQUw,e8_1FpXnZuo,TRUE,TRUE
Bird Sounds Spectacular : Morning Bird Song,https://www.youtube.com/watch?v=rYoZgpAEkFs,https://i.ytimg.com/vi/rYoZgpAEkFs/hqdefault.jpg,rYoZgpAEkFs,paroday,FALSE
Shadow 1v4 Soul - Godlike Soul Omega Reaction,https://youtube.com/watch?v=emzkE4N7_RA,https://i.ytimg.com/vi/emzkE4N7_RA/sddefault.jpg,mzkE4N7_RA,TRUE,TRUE
The Best Restaurants in NYC (the NEW dining guide),https://www.youtube.com/watch?v=gHVsXf7GdsI,https://i.ytimg.com/vi/gHVsXf7GdsI/hqdefault.jpg,gHVsXf7GdsI,FALSE connection,FALSE
Shahid Anwar Amazon Course,https://www.youtube.com/watch?v=PsnvJv6z3nI,https://i.ytimg.com/vi/PsnvJv6z3nI/hqdefault.jpg,PsnvJv6z3nI,TRUE,TRUE
DON'T TAKE THIS SURVEY ALONE 12 AM!!! *they knew my personal details!!*🤯,https://youtube.com/watch?v=zWeWkrLfFuQ,https://i.ytimg.com/vi/zWeWkrLfFuQ/sddefault.jpg?v=606c0244,zWeWkrLfFuQ,TRUE,TRUE
Drip Irrigation: Advantages and Disadvantages of Drip Irrigation Systems,https://youtube.com/watch?v=Za1yUGwmTys,https://i.ytimg.com/vi/Za1yUGwmTys/sddefault.jpg,Za1yUGwmTys,TRUE,TRUE
Best & Perfect Formula For Golden Pearl Beauty Cream For Get Fast Skin Whitening | Be Styling,https://www.youtube.com/watch?v=pTrfFYKGzqs,https://i.ytimg.com/vi/pTrfFYKGzqs/maxresdefault.jpg,pTrfFYKGzqs,misleading,FALSE
Dairy cow preference for different types of outdoor access,https://www.youtube.com/watch?v=Mcjr7DVYDZY,https://i.ytimg.com/vi/Mcjr7DVYDZY/hqdefault.jpg,Mcjr7DVYDZY,TRUE,TRUE
Top 10 Most Dangerous Natural Phenomena In The World Par-1 | FactEX,https://www.youtube.com/watch?v=_w5jUYSErBo,https://i.ytimg.com/vi/_w5jUYSErBo/hqdefault.jpg,_w5jUYSErBo,imposter content,FALSE
That Zucchini Spaghetti Stanley Tucci Loves! (Spaghetti alla Nerano) - Food Wishes,https://youtube.com/watch?v=jrASoJ6fZyY,https://i.ytimg.com/vi/jrASoJ6fZyY/sddefault.jpg,YieIRSCHndM,TRUE,TRUE
No Confidence Against Imran Khan Successful - Imran Khan Government Over - National Assembly Voting,https://www.youtube.com/watch?v=X-Cp5uLrKco,https://i.ytimg.com/vi/X-Cp5uLrKco/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPp2baBzU6k3zyV7x5c6EAlh8QOA,X-Cp5uLrKco,TRUE,TRUE
Imran Khan Ka Jhelum Me Power Show - Police Media Ko PTI Jhelum Jalsa Ki Coverage Se Rokne Lagi,https://www.youtube.com/watch?v=p1zzgyzkB0M,https://i.ytimg.com/vi/p1zzgyzkB0M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtS0GQZih-KkdjSe0TOy5x-cUkkA,p1zzgyzkB0M,TRUE,TRUE
